pitch,loudness,jitter,shimmer,speechrate,timbre,energy,alignment
7594.9524750074615,30.52419055008757,34.228608887520316,33.83016268291069,166.90492095041668,2082.7548051445942,301.43003654161663,56.588297634965286
11221.592952381294,36.08260182764032,29.150575055209025,30.30597634652428,166.93275440291666,2816.1640448666813,248.7700248340833,46.71445504142363
5068.491050236463,37.15349952369081,21.213125455558803,23.081935399907128,166.9553829923611,3173.504452287661,161.86515184587503,33.49240015506945
547.8780023955185,26.612999644735382,26.646258812887016,28.954661829428765,166.95440881819445,2856.8554604871047,132.348594318125,33.41239262513889
604.293181510419,39.60872676733103,25.76774810487956,31.230381999316595,166.9558839923611,2557.2890581877186,124.01347449854167,40.04820671555555
490.34147606817834,41.63651078812347,32.40310361295491,27.853259480330237,166.9583333394444,2778.881461128383,128.41993190854166,46.80558344454862
301.95045343717567,31.485204884522712,28.74586303167839,20.730167710232003,166.9608383459722,2906.214750824247,135.640212749375,38.615217816527775
261.3772791448563,37.071520563632326,24.809983081346033,31.42393876944119,166.95978067652777,2702.6907831922417,122.15566555908333,36.27821703440972
321.9758824385752,32.73853048949493,24.091086121233584,34.02477188974936,166.95964150708332,2572.589439316,119.23130702830002,38.000244031111116
445.00202109285954,32.804007778777915,34.06047367450184,25.094880613795997,166.9585838416666,2824.1181847167704,134.19026845737082,41.36476461250001
724.0395502706432,33.37996320749892,29.084118545092434,21.784344900079933,166.9578601647222,2782.8093692298166,131.3792561971625,39.670076137500004
674.1217233728454,35.682103232338086,24.658682419758282,25.56583532021684,166.95666332833332,2802.6091637928253,130.24622478205,37.54503430402778
762.8854385325893,35.02285902339868,24.88662532465235,27.85531329627641,166.96036517694446,2764.8542455017264,130.10956346223335,44.618724898854175
380.63407792899056,37.790009814314246,28.60388461579139,27.537698693224062,166.96181251430556,2753.63567729699,123.58387406706252,42.02885151680556
761.5249489956682,38.72861000258435,33.14452757686446,21.877454104271976,166.96122800986112,2490.9716028676157,120.204919296875,45.025204986006955
1212.383231484933,27.72394102015213,28.972563996394264,24.858155159728874,166.9587230022222,2733.2780358913333,132.8241621003125,40.08714719826389
1171.6841341405293,43.05276668412546,23.45619352634209,29.105016240886826,166.95941884124997,2726.9426407277265,131.4653253,31.201828146006942
827.3219260102704,40.71285978430905,24.936375049570596,30.966689087439086,166.95591182180553,2719.084019579197,125.42690310225835,42.395296463715276
324.68926095526757,28.85419950750103,29.77154322998644,25.926703401452784,166.9559118234722,2683.3503961351817,126.32143587050417,37.586345380833336
450.60477639686485,30.068996803366375,30.98089085998903,26.08695497870622,166.9556056538889,2567.620445503693,116.448816940875,37.38494951798613
859.6687358751892,41.25974281298389,26.939938660415088,25.585698299408655,166.9571921619444,2603.4624959436073,125.28373011537501,40.65268016510417
733.8054164955596,30.183145015341974,26.46695697502607,28.42508560717002,166.95721999819443,2600.5138922746396,129.186908466125,45.336728859062504
724.2311366469723,33.35645820722294,34.01685138625034,24.508439469093187,166.95415831527777,2798.8847168807247,130.98586123740415,38.134879795833335
239.04503501427024,35.048871413698436,28.562351037670496,29.168753426233437,166.95332331458334,2570.752665561872,119.06388012470835,41.79091365281251
